,filename,class,pred
116,n01484850\ILSVRC2012_val_00020011.JPEG,2,2
117,n01484850\ILSVRC2012_val_00023185.JPEG,2,4
118,n01484850\ILSVRC2012_val_00024940.JPEG,2,3
119,n01484850\ILSVRC2012_val_00025900.JPEG,2,33
120,n01484850\ILSVRC2012_val_00027063.JPEG,2,2
121,n01484850\ILSVRC2012_val_00027419.JPEG,2,2
122,n01484850\ILSVRC2012_val_00027514.JPEG,2,4
123,n01484850\ILSVRC2012_val_00028028.JPEG,2,2
124,n01484850\ILSVRC2012_val_00029481.JPEG,2,3
125,n01484850\ILSVRC2012_val_00030127.JPEG,2,2
126,n01484850\ILSVRC2012_val_00031466.JPEG,2,2
127,n01484850\ILSVRC2012_val_00031720.JPEG,2,2
128,n01484850\ILSVRC2012_val_00031808.JPEG,2,0
129,n01484850\ILSVRC2012_val_00032288.JPEG,2,2
130,n01484850\ILSVRC2012_val_00032417.JPEG,2,3
131,n01484850\ILSVRC2012_val_00034950.JPEG,2,3
132,n01484850\ILSVRC2012_val_00035223.JPEG,2,25
133,n01484850\ILSVRC2012_val_00035774.JPEG,2,2
134,n01484850\ILSVRC2012_val_00036737.JPEG,2,4
135,n01484850\ILSVRC2012_val_00037050.JPEG,2,2
136,n01484850\ILSVRC2012_val_00037135.JPEG,2,2
137,n01484850\ILSVRC2012_val_00037488.JPEG,2,4
138,n01484850\ILSVRC2012_val_00037998.JPEG,2,3
139,n01484850\ILSVRC2012_val_00039304.JPEG,2,20
140,n01484850\ILSVRC2012_val_00039445.JPEG,2,2
141,n01484850\ILSVRC2012_val_00039534.JPEG,2,34
142,n01484850\ILSVRC2012_val_00039865.JPEG,2,2
143,n01484850\ILSVRC2012_val_00040098.JPEG,2,3
144,n01484850\ILSVRC2012_val_00040710.JPEG,2,2
145,n01484850\ILSVRC2012_val_00042345.JPEG,2,3
146,n01484850\ILSVRC2012_val_00044052.JPEG,2,4
147,n01484850\ILSVRC2012_val_00044896.JPEG,2,2
148,n01484850\ILSVRC2012_val_00045730.JPEG,2,2
149,n01484850\ILSVRC2012_val_00046171.JPEG,2,4
150,n01491361\ILSVRC2012_val_00002922.JPEG,3,3
151,n01491361\ILSVRC2012_val_00002969.JPEG,3,33
152,n01491361\ILSVRC2012_val_00003183.JPEG,3,3
153,n01491361\ILSVRC2012_val_00003204.JPEG,3,4
154,n01491361\ILSVRC2012_val_00007743.JPEG,3,3
155,n01491361\ILSVRC2012_val_00007875.JPEG,3,4
156,n01491361\ILSVRC2012_val_00008024.JPEG,3,3
157,n01491361\ILSVRC2012_val_00008108.JPEG,3,3
158,n01491361\ILSVRC2012_val_00010074.JPEG,3,5
159,n01491361\ILSVRC2012_val_00012328.JPEG,3,3
160,n01491361\ILSVRC2012_val_00013484.JPEG,3,3
161,n01491361\ILSVRC2012_val_00013628.JPEG,3,4
162,n01491361\ILSVRC2012_val_00015631.JPEG,3,4
163,n01491361\ILSVRC2012_val_00018466.JPEG,3,3
164,n01491361\ILSVRC2012_val_00019424.JPEG,3,2
165,n01491361\ILSVRC2012_val_00023443.JPEG,3,4
166,n01491361\ILSVRC2012_val_00023935.JPEG,3,33
167,n01491361\ILSVRC2012_val_00024854.JPEG,3,3
168,n01491361\ILSVRC2012_val_00024895.JPEG,3,3
169,n01491361\ILSVRC2012_val_00025133.JPEG,3,4
170,n01491361\ILSVRC2012_val_00025137.JPEG,3,13
171,n01491361\ILSVRC2012_val_00025640.JPEG,3,3
172,n01491361\ILSVRC2012_val_00025686.JPEG,3,4
173,n01491361\ILSVRC2012_val_00025969.JPEG,3,3
174,n01491361\ILSVRC2012_val_00026001.JPEG,3,4
175,n01491361\ILSVRC2012_val_00028564.JPEG,3,2
176,n01491361\ILSVRC2012_val_00029300.JPEG,3,4
177,n01491361\ILSVRC2012_val_00029568.JPEG,3,3
178,n01491361\ILSVRC2012_val_00030156.JPEG,3,3
179,n01491361\ILSVRC2012_val_00030658.JPEG,3,0
180,n01491361\ILSVRC2012_val_00030926.JPEG,3,3
181,n01491361\ILSVRC2012_val_00031071.JPEG,3,3
182,n01491361\ILSVRC2012_val_00031243.JPEG,3,3
183,n01491361\ILSVRC2012_val_00031568.JPEG,3,3
184,n01491361\ILSVRC2012_val_00032130.JPEG,3,21
185,n01491361\ILSVRC2012_val_00034038.JPEG,3,3
186,n01491361\ILSVRC2012_val_00034413.JPEG,3,3
187,n01491361\ILSVRC2012_val_00035405.JPEG,3,4
188,n01491361\ILSVRC2012_val_00035495.JPEG,3,47
189,n01491361\ILSVRC2012_val_00036420.JPEG,3,3
190,n01491361\ILSVRC2012_val_00037516.JPEG,3,3
191,n01491361\ILSVRC2012_val_00037581.JPEG,3,4
192,n01491361\ILSVRC2012_val_00037780.JPEG,3,3
193,n01491361\ILSVRC2012_val_00037915.JPEG,3,4
194,n01491361\ILSVRC2012_val_00040388.JPEG,3,5
195,n01491361\ILSVRC2012_val_00041635.JPEG,3,4
196,n01491361\ILSVRC2012_val_00046159.JPEG,3,5
197,n01491361\ILSVRC2012_val_00047326.JPEG,3,3
198,n01491361\ILSVRC2012_val_00048890.JPEG,3,3
199,n01491361\ILSVRC2012_val_00049000.JPEG,3,4
200,n01494475\ILSVRC2012_val_00001676.JPEG,4,12
201,n01494475\ILSVRC2012_val_00003558.JPEG,4,4
202,n01494475\ILSVRC2012_val_00004417.JPEG,4,4
203,n01494475\ILSVRC2012_val_00005339.JPEG,4,4
204,n01494475\ILSVRC2012_val_00007405.JPEG,4,5
205,n01494475\ILSVRC2012_val_00009460.JPEG,4,4
206,n01494475\ILSVRC2012_val_00009978.JPEG,4,4
207,n01494475\ILSVRC2012_val_00011388.JPEG,4,4
208,n01494475\ILSVRC2012_val_00012546.JPEG,4,33
209,n01494475\ILSVRC2012_val_00012879.JPEG,4,3
210,n01494475\ILSVRC2012_val_00013847.JPEG,4,3
211,n01494475\ILSVRC2012_val_00015139.JPEG,4,4
212,n01494475\ILSVRC2012_val_00015545.JPEG,4,4
213,n01494475\ILSVRC2012_val_00016259.JPEG,4,4
214,n01494475\ILSVRC2012_val_00016347.JPEG,4,4
215,n01494475\ILSVRC2012_val_00016395.JPEG,4,3
216,n01494475\ILSVRC2012_val_00016834.JPEG,4,4
217,n01494475\ILSVRC2012_val_00018943.JPEG,4,34
218,n01494475\ILSVRC2012_val_00018948.JPEG,4,4
219,n01494475\ILSVRC2012_val_00020418.JPEG,4,4
220,n01494475\ILSVRC2012_val_00021325.JPEG,4,3
221,n01494475\ILSVRC2012_val_00022552.JPEG,4,2
222,n01494475\ILSVRC2012_val_00023074.JPEG,4,3
223,n01494475\ILSVRC2012_val_00023986.JPEG,4,4
224,n01494475\ILSVRC2012_val_00024015.JPEG,4,4
225,n01494475\ILSVRC2012_val_00025627.JPEG,4,4
226,n01494475\ILSVRC2012_val_00026490.JPEG,4,2
227,n01494475\ILSVRC2012_val_00027113.JPEG,4,4
228,n01494475\ILSVRC2012_val_00027160.JPEG,4,4
229,n01494475\ILSVRC2012_val_00027283.JPEG,4,4
230,n01494475\ILSVRC2012_val_00028084.JPEG,4,4
231,n01494475\ILSVRC2012_val_00029886.JPEG,4,4
232,n01494475\ILSVRC2012_val_00031169.JPEG,4,4
233,n01494475\ILSVRC2012_val_00031424.JPEG,4,4
234,n01494475\ILSVRC2012_val_00034115.JPEG,4,4
235,n01494475\ILSVRC2012_val_00034178.JPEG,4,3
236,n01494475\ILSVRC2012_val_00035367.JPEG,4,5
237,n01494475\ILSVRC2012_val_00036479.JPEG,4,5
238,n01494475\ILSVRC2012_val_00037705.JPEG,4,2
239,n01494475\ILSVRC2012_val_00039588.JPEG,4,4
240,n01494475\ILSVRC2012_val_00040843.JPEG,4,4
241,n01494475\ILSVRC2012_val_00041400.JPEG,4,4
242,n01494475\ILSVRC2012_val_00044788.JPEG,4,4
243,n01494475\ILSVRC2012_val_00045133.JPEG,4,4
244,n01494475\ILSVRC2012_val_00045580.JPEG,4,4
245,n01494475\ILSVRC2012_val_00045925.JPEG,4,6
246,n01494475\ILSVRC2012_val_00047320.JPEG,4,4
247,n01494475\ILSVRC2012_val_00047431.JPEG,4,4
248,n01494475\ILSVRC2012_val_00048576.JPEG,4,4
249,n01494475\ILSVRC2012_val_00049166.JPEG,4,4
250,n01496331\ILSVRC2012_val_00000921.JPEG,5,5
251,n01496331\ILSVRC2012_val_00002207.JPEG,5,5
252,n01496331\ILSVRC2012_val_00004698.JPEG,5,6
253,n01496331\ILSVRC2012_val_00004969.JPEG,5,33
254,n01496331\ILSVRC2012_val_00005432.JPEG,5,5
255,n01496331\ILSVRC2012_val_00006251.JPEG,5,5
256,n01496331\ILSVRC2012_val_00006554.JPEG,5,3
257,n01496331\ILSVRC2012_val_00007569.JPEG,5,5
258,n01496331\ILSVRC2012_val_00008640.JPEG,5,5
259,n01496331\ILSVRC2012_val_00008749.JPEG,5,38
260,n01496331\ILSVRC2012_val_00008963.JPEG,5,5
261,n01496331\ILSVRC2012_val_00009208.JPEG,5,2
262,n01496331\ILSVRC2012_val_00009237.JPEG,5,12
263,n01496331\ILSVRC2012_val_00009420.JPEG,5,45
264,n01496331\ILSVRC2012_val_00009518.JPEG,5,34
265,n01496331\ILSVRC2012_val_00011782.JPEG,5,5
266,n01496331\ILSVRC2012_val_00014741.JPEG,5,6
267,n01496331\ILSVRC2012_val_00015549.JPEG,5,5
268,n01496331\ILSVRC2012_val_00015555.JPEG,5,6
269,n01496331\ILSVRC2012_val_00015732.JPEG,5,5
270,n01496331\ILSVRC2012_val_00016331.JPEG,5,5
271,n01496331\ILSVRC2012_val_00017196.JPEG,5,5
272,n01496331\ILSVRC2012_val_00017440.JPEG,5,5
273,n01496331\ILSVRC2012_val_00019531.JPEG,5,3
274,n01496331\ILSVRC2012_val_00019988.JPEG,5,5
275,n01496331\ILSVRC2012_val_00021461.JPEG,5,3
276,n01496331\ILSVRC2012_val_00022387.JPEG,5,6
277,n01496331\ILSVRC2012_val_00022865.JPEG,5,37
278,n01496331\ILSVRC2012_val_00023916.JPEG,5,5
279,n01496331\ILSVRC2012_val_00027301.JPEG,5,5
280,n01496331\ILSVRC2012_val_00027633.JPEG,5,5
281,n01496331\ILSVRC2012_val_00028161.JPEG,5,5
282,n01496331\ILSVRC2012_val_00028422.JPEG,5,5
283,n01496331\ILSVRC2012_val_00030321.JPEG,5,45
284,n01496331\ILSVRC2012_val_00030367.JPEG,5,5
285,n01496331\ILSVRC2012_val_00033070.JPEG,5,5
286,n01496331\ILSVRC2012_val_00033318.JPEG,5,5
287,n01496331\ILSVRC2012_val_00034837.JPEG,5,32
288,n01496331\ILSVRC2012_val_00034971.JPEG,5,33
289,n01496331\ILSVRC2012_val_00037260.JPEG,5,5
290,n01496331\ILSVRC2012_val_00040567.JPEG,5,5
291,n01496331\ILSVRC2012_val_00041248.JPEG,5,47
292,n01496331\ILSVRC2012_val_00042245.JPEG,5,5
293,n01496331\ILSVRC2012_val_00042751.JPEG,5,3
294,n01496331\ILSVRC2012_val_00044657.JPEG,5,38
295,n01496331\ILSVRC2012_val_00045502.JPEG,5,5
296,n01496331\ILSVRC2012_val_00045936.JPEG,5,5
297,n01496331\ILSVRC2012_val_00047080.JPEG,5,5
298,n01496331\ILSVRC2012_val_00047589.JPEG,5,5
299,n01496331\ILSVRC2012_val_00048119.JPEG,5,4
300,n01498041\ILSVRC2012_val_00001935.JPEG,6,6
301,n01498041\ILSVRC2012_val_00002284.JPEG,6,5
302,n01498041\ILSVRC2012_val_00002480.JPEG,6,6
303,n01498041\ILSVRC2012_val_00003518.JPEG,6,6
304,n01498041\ILSVRC2012_val_00004873.JPEG,6,6
305,n01498041\ILSVRC2012_val_00005642.JPEG,6,6
306,n01498041\ILSVRC2012_val_00006402.JPEG,6,35
307,n01498041\ILSVRC2012_val_00008952.JPEG,6,4
308,n01498041\ILSVRC2012_val_00009734.JPEG,6,6
309,n01498041\ILSVRC2012_val_00012259.JPEG,6,33
310,n01498041\ILSVRC2012_val_00013655.JPEG,6,6
311,n01498041\ILSVRC2012_val_00014771.JPEG,6,5
312,n01498041\ILSVRC2012_val_00015045.JPEG,6,47
313,n01498041\ILSVRC2012_val_00015373.JPEG,6,38
314,n01498041\ILSVRC2012_val_00021793.JPEG,6,4
315,n01498041\ILSVRC2012_val_00023239.JPEG,6,6
316,n01498041\ILSVRC2012_val_00024204.JPEG,6,2
317,n01498041\ILSVRC2012_val_00024719.JPEG,6,6
318,n01498041\ILSVRC2012_val_00025051.JPEG,6,5
319,n01498041\ILSVRC2012_val_00026908.JPEG,6,6
320,n01498041\ILSVRC2012_val_00027005.JPEG,6,2
321,n01498041\ILSVRC2012_val_00027415.JPEG,6,6
322,n01498041\ILSVRC2012_val_00028450.JPEG,6,33
323,n01498041\ILSVRC2012_val_00029169.JPEG,6,6
324,n01498041\ILSVRC2012_val_00030380.JPEG,6,6
325,n01498041\ILSVRC2012_val_00030470.JPEG,6,13
326,n01498041\ILSVRC2012_val_00032394.JPEG,6,1
327,n01498041\ILSVRC2012_val_00032441.JPEG,6,33
328,n01498041\ILSVRC2012_val_00033337.JPEG,6,6
329,n01498041\ILSVRC2012_val_00033942.JPEG,6,6
330,n01498041\ILSVRC2012_val_00036118.JPEG,6,6
331,n01498041\ILSVRC2012_val_00036157.JPEG,6,6
332,n01498041\ILSVRC2012_val_00037740.JPEG,6,6
333,n01498041\ILSVRC2012_val_00037753.JPEG,6,4
334,n01498041\ILSVRC2012_val_00037798.JPEG,6,3
335,n01498041\ILSVRC2012_val_00038215.JPEG,6,6
336,n01498041\ILSVRC2012_val_00038935.JPEG,6,6
337,n01498041\ILSVRC2012_val_00039308.JPEG,6,6
338,n01498041\ILSVRC2012_val_00039525.JPEG,6,6
339,n01498041\ILSVRC2012_val_00040342.JPEG,6,6
340,n01498041\ILSVRC2012_val_00041872.JPEG,6,4
341,n01498041\ILSVRC2012_val_00042175.JPEG,6,0
342,n01498041\ILSVRC2012_val_00042385.JPEG,6,5
343,n01498041\ILSVRC2012_val_00042534.JPEG,6,6
344,n01498041\ILSVRC2012_val_00042547.JPEG,6,6
345,n01498041\ILSVRC2012_val_00043229.JPEG,6,34
346,n01498041\ILSVRC2012_val_00043323.JPEG,6,5
347,n01498041\ILSVRC2012_val_00043702.JPEG,6,6
348,n01498041\ILSVRC2012_val_00046497.JPEG,6,6
349,n01498041\ILSVRC2012_val_00049253.JPEG,6,6
350,n01514668\ILSVRC2012_val_00000329.JPEG,7,7
351,n01514668\ILSVRC2012_val_00000911.JPEG,7,7
352,n01514668\ILSVRC2012_val_00003605.JPEG,7,7
353,n01514668\ILSVRC2012_val_00003606.JPEG,7,8
354,n01514668\ILSVRC2012_val_00003936.JPEG,7,23
355,n01514668\ILSVRC2012_val_00004306.JPEG,7,8
356,n01514668\ILSVRC2012_val_00004463.JPEG,7,0
357,n01514668\ILSVRC2012_val_00004550.JPEG,7,7
358,n01514668\ILSVRC2012_val_00005492.JPEG,7,7
359,n01514668\ILSVRC2012_val_00005505.JPEG,7,39
360,n01514668\ILSVRC2012_val_00009219.JPEG,7,22
361,n01514668\ILSVRC2012_val_00009510.JPEG,7,7
362,n01514668\ILSVRC2012_val_00009663.JPEG,7,6
363,n01514668\ILSVRC2012_val_00010208.JPEG,7,7
364,n01514668\ILSVRC2012_val_00011403.JPEG,7,7
365,n01514668\ILSVRC2012_val_00012484.JPEG,7,23
366,n01514668\ILSVRC2012_val_00014090.JPEG,7,7
367,n01514668\ILSVRC2012_val_00015242.JPEG,7,7
368,n01514668\ILSVRC2012_val_00016052.JPEG,7,36
369,n01514668\ILSVRC2012_val_00016781.JPEG,7,8
370,n01514668\ILSVRC2012_val_00019101.JPEG,7,8
371,n01514668\ILSVRC2012_val_00019423.JPEG,7,8
372,n01514668\ILSVRC2012_val_00019721.JPEG,7,7
373,n01514668\ILSVRC2012_val_00020106.JPEG,7,7
374,n01514668\ILSVRC2012_val_00020451.JPEG,7,7
375,n01514668\ILSVRC2012_val_00022025.JPEG,7,7
376,n01514668\ILSVRC2012_val_00022248.JPEG,7,7
377,n01514668\ILSVRC2012_val_00023551.JPEG,7,7
378,n01514668\ILSVRC2012_val_00024957.JPEG,7,7
379,n01514668\ILSVRC2012_val_00025431.JPEG,7,7
380,n01514668\ILSVRC2012_val_00027207.JPEG,7,7
381,n01514668\ILSVRC2012_val_00027351.JPEG,7,23
382,n01514668\ILSVRC2012_val_00028221.JPEG,7,7
383,n01514668\ILSVRC2012_val_00028712.JPEG,7,7
384,n01514668\ILSVRC2012_val_00029921.JPEG,7,15
385,n01514668\ILSVRC2012_val_00035104.JPEG,7,7
386,n01514668\ILSVRC2012_val_00035151.JPEG,7,7
387,n01514668\ILSVRC2012_val_00036368.JPEG,7,7
388,n01514668\ILSVRC2012_val_00037070.JPEG,7,7
389,n01514668\ILSVRC2012_val_00037569.JPEG,7,7
390,n01514668\ILSVRC2012_val_00038826.JPEG,7,7
391,n01514668\ILSVRC2012_val_00043387.JPEG,7,7
392,n01514668\ILSVRC2012_val_00043751.JPEG,7,8
393,n01514668\ILSVRC2012_val_00045107.JPEG,7,8
394,n01514668\ILSVRC2012_val_00046393.JPEG,7,7
395,n01514668\ILSVRC2012_val_00046524.JPEG,7,7
396,n01514668\ILSVRC2012_val_00047137.JPEG,7,1
397,n01514668\ILSVRC2012_val_00047724.JPEG,7,7
398,n01514668\ILSVRC2012_val_00048952.JPEG,7,8
399,n01514668\ILSVRC2012_val_00049181.JPEG,7,7
400,n01514859\ILSVRC2012_val_00001114.JPEG,8,7
401,n01514859\ILSVRC2012_val_00001368.JPEG,8,7
402,n01514859\ILSVRC2012_val_00001906.JPEG,8,8
403,n01514859\ILSVRC2012_val_00002372.JPEG,8,48
404,n01514859\ILSVRC2012_val_00004183.JPEG,8,8
405,n01514859\ILSVRC2012_val_00004315.JPEG,8,8
406,n01514859\ILSVRC2012_val_00005535.JPEG,8,8
407,n01514859\ILSVRC2012_val_00006195.JPEG,8,8
408,n01514859\ILSVRC2012_val_00007530.JPEG,8,8
409,n01514859\ILSVRC2012_val_00007729.JPEG,8,27
410,n01514859\ILSVRC2012_val_00008125.JPEG,8,8
411,n01514859\ILSVRC2012_val_00009615.JPEG,8,8
412,n01514859\ILSVRC2012_val_00010162.JPEG,8,8
413,n01514859\ILSVRC2012_val_00011171.JPEG,8,7
414,n01514859\ILSVRC2012_val_00012528.JPEG,8,7
415,n01514859\ILSVRC2012_val_00014180.JPEG,8,23
416,n01514859\ILSVRC2012_val_00014879.JPEG,8,32
417,n01514859\ILSVRC2012_val_00014917.JPEG,8,7
418,n01514859\ILSVRC2012_val_00021430.JPEG,8,8
419,n01514859\ILSVRC2012_val_00022644.JPEG,8,18
420,n01514859\ILSVRC2012_val_00025324.JPEG,8,8
421,n01514859\ILSVRC2012_val_00026271.JPEG,8,7
422,n01514859\ILSVRC2012_val_00026508.JPEG,8,8
423,n01514859\ILSVRC2012_val_00027762.JPEG,8,38
424,n01514859\ILSVRC2012_val_00028107.JPEG,8,8
425,n01514859\ILSVRC2012_val_00029619.JPEG,8,32
426,n01514859\ILSVRC2012_val_00031481.JPEG,8,43
427,n01514859\ILSVRC2012_val_00032162.JPEG,8,48
428,n01514859\ILSVRC2012_val_00032169.JPEG,8,8
429,n01514859\ILSVRC2012_val_00032310.JPEG,8,8
430,n01514859\ILSVRC2012_val_00032930.JPEG,8,7
431,n01514859\ILSVRC2012_val_00033538.JPEG,8,7
432,n01514859\ILSVRC2012_val_00035141.JPEG,8,7
433,n01514859\ILSVRC2012_val_00037013.JPEG,8,8
434,n01514859\ILSVRC2012_val_00037719.JPEG,8,19
435,n01514859\ILSVRC2012_val_00039067.JPEG,8,7
436,n01514859\ILSVRC2012_val_00039943.JPEG,8,9
437,n01514859\ILSVRC2012_val_00040038.JPEG,8,7
438,n01514859\ILSVRC2012_val_00041168.JPEG,8,32
439,n01514859\ILSVRC2012_val_00041334.JPEG,8,29
440,n01514859\ILSVRC2012_val_00041852.JPEG,8,7
441,n01514859\ILSVRC2012_val_00042135.JPEG,8,7
442,n01514859\ILSVRC2012_val_00042568.JPEG,8,8
443,n01514859\ILSVRC2012_val_00044276.JPEG,8,43
444,n01514859\ILSVRC2012_val_00045547.JPEG,8,23
445,n01514859\ILSVRC2012_val_00045551.JPEG,8,7
446,n01514859\ILSVRC2012_val_00047753.JPEG,8,8
447,n01514859\ILSVRC2012_val_00048049.JPEG,8,8
448,n01514859\ILSVRC2012_val_00048242.JPEG,8,8
449,n01514859\ILSVRC2012_val_00049833.JPEG,8,7
450,n01518878\ILSVRC2012_val_00001031.JPEG,9,9
